Legend:,No Item No.,Newly added item,More than 1 listing,Changed item name,,,,,,
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 1) / Color:Green Princess(+S$7.99),Silicone Baby Bib with Waterproof Pocket - Model 1 Green Princess,Model 1,,Green Princess,495753717GNP,10000766,10000668,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 1) / Color:Pink Princess(+S$7.99),Silicone Baby Bib with Waterproof Pocket - Model 1 Pink Princess,Model 1,,Pink Princess,495753717PKP,10000767,10000669,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 1) / Color:White Prince(+S$7.99),Silicone Baby Bib with Waterproof Pocket - Model 1 White Prince,Model 1,,White Prince,495753717WHP,10000768,10000670,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 2) / Color:Blue,Silicone Baby Bib with Waterproof Pocket - Model 2 Blue,Model 2,,Blue,495753717BL,10000769,10000671,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 2) / Color:Green,Silicone Baby Bib with Waterproof Pocket - Model 2 Green,Model 2,,Green,495753717GN,10000770,10000672,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 2) / Color:Pink,Silicone Baby Bib with Waterproof Pocket - Model 2 Pink,Model 2,,Pink,495753717PK,10000771,10000673,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,495753717,Type:Silicone Baby Bib with Waterproof Pocket (Model 2) / Color:Yellow,Silicone Baby Bib with Waterproof Pocket - Model 2 Yellow,Model 2,,Yellow,495753717Y,10000772,10000674,★ Silicone Baby Bib with Waterproof Pocket ★ Food Grade Silicone – Baby’s Safe Companion / Waterproof / Soft and Safe / Easy to Wash and Carry / Anti Spill Pocket
Kids & Toys,514572536,Type:Animals,Toddler Cognition Puzzle Set - Animals,Animals,,,514572536AN,10000773,10001513,★ Toddler Cognition Puzzle Set ★ 4 Types - Animals Transport Fruits Daily Life! Build Matching Skill
Kids & Toys,514572536,Type:Fruits,Toddler Cognition Puzzle Set - Fruits,Fruits,,,514572536FR,10000774,10001512,★ Toddler Cognition Puzzle Set ★ 4 Types - Animals Transport Fruits Daily Life! Build Matching Skill
Kids & Toys,514572536,Type:Transport,Toddler Cognition Puzzle Set - Transport,Transport,,,514572536TR,10000775,10001514,★ Toddler Cognition Puzzle Set ★ 4 Types - Animals Transport Fruits Daily Life! Build Matching Skill
Kids & Toys,514572536,,Toddler Cognition Puzzle Set - Daily Life,Daily Life,,,514572536DL,10000776,10001515,★ Toddler Cognition Puzzle Set ★ 4 Types - Animals Transport Fruits Daily Life! Build Matching Skill
Kids & Toys,461125709,Type:Transparent Balloons (Pack of 20),Transparent Balloons (Pack of 20),,,,461125709,10000777,10000675,★ Transparent Balloons ★ Decoration Beautify Birthday Party Celebration Bridal Shower Baby Shower Anniversary Special Occasion â™¥ Pack of 20 â™¥
Kids & Toys,490479844,Color:Black,Waterproof Stroller Bag - Black,,,Black,490479844BK,10000778,10000676,★ Waterproof Stroller Bag ★ Pram Mummy Organizer Carrier Pouch / Accessories Compartments Storage for Water Milk Bottle Powder Diaper Handkerchief
Kids & Toys,490479844,Color:Khaki Green,Waterproof Stroller Bag - Khaki Green,,,Khaki Green,490479844KG,10000779,10000677,★ Waterproof Stroller Bag ★ Pram Mummy Organizer Carrier Pouch / Accessories Compartments Storage for Water Milk Bottle Powder Diaper Handkerchief
Kids & Toys,490479844,Color:Orange,Waterproof Stroller Bag - Orange,,,Orange,490479844O,10000780,10000679,★ Waterproof Stroller Bag ★ Pram Mummy Organizer Carrier Pouch / Accessories Compartments Storage for Water Milk Bottle Powder Diaper Handkerchief
Kids & Toys,490479844,,Waterproof Stroller Bag - Light Pink,,,Light Pink,490479844LP,10000781,10000678,★ Waterproof Stroller Bag ★ Pram Mummy Organizer Carrier Pouch / Accessories Compartments Storage for Water Milk Bottle Powder Diaper Handkerchief
Kids & Toys,490479844,Color:Red,Waterproof Stroller Bag - Red,,,,,10000782,,★ Waterproof Stroller Bag ★ Pram Mummy Organizer Carrier Pouch / Accessories Compartments Storage for Water Milk Bottle Powder Diaper Handkerchief
Kids & Toys (Bulky),484603286,Type:Child Safety Baby Gate (75 - 82cm),Child Safety Baby Gate,,,,484603286,10000783,10000626,★ Child Safety Baby Gate ★ Protects Kids Children Pets / Auto-Swing Durable Strong Home Door Play Fence Security Barrier No Drilling Easy Installation
Kitchen & Cleaning,440804962,Type:2pc Sponge Set,2pc Sponge Set,,,,,10000784,,★ 2pc Sponge Set ★ Compatible with Changeable Head Cleaning Scrub - High Quality Convenient Easy Removal of Oil Grease Effective Easy Cleaning
Kitchen & Cleaning,499118546,Type:Silver Phoenix Ring Style,3-Tier Butterfly Cake Stand - Phoenix Style - Silver,Phoenix Style,,Silver,499118546PS,10000785,10000682,★ 3-Tier Butterfly Cake Stand ★ High Quality Porcelain Plates - Beautiful Display Party Celebration
Kitchen & Cleaning,499118546,Type:Silver Crown Ring Style,3-Tier Butterfly Cake Stand - Crown Style - Silver,Crown Style,,Silver,499118546CS,10000786,10000681,★ 3-Tier Butterfly Cake Stand ★ High Quality Porcelain Plates - Beautiful Display Party Celebration
Kitchen & Cleaning,499118546,Type:Gold Phoenix Ring Style,3-Tier Butterfly Cake Stand - Phoenix Style - Gold,Phoenix Style,,Gold,499118546PG,10000787,10001410,★ 3-Tier Butterfly Cake Stand ★ High Quality Porcelain Plates - Beautiful Display Party Celebration
Kitchen & Cleaning,499118546,Type:Gold Crown Ring Style,3-Tier Butterfly Cake Stand - Crown Style - Gold,Crown Style,,Gold,499118546CG,10000788,10001409,★ 3-Tier Butterfly Cake Stand ★ High Quality Porcelain Plates - Beautiful Display Party Celebration
Kitchen & Cleaning,481684662,Color:Blue,Window Cleaner with Handle - Blue,,,Blue,481684662BL,10000789,10000796,★ All-in-One Window Cleaner ★ Creative Multi-Purpose Double Sided Safe Easy Effortless Tool Spray Clean Dry Glass Car Windshield Ceramic / Microfiber Cloth Squeegee
Kitchen & Cleaning,537557585,Type:Ceramic Utensil Holder,Ceramic Utensil Holder,,,,537557585,10000790,10001586,★ Ceramic Utensil Holder ★ With Wooden Stand! Cutlery Kitchen Storage Organizer Housewarming Gift
Kitchen & Cleaning,440804755,Type:Changeable Head Cleaning Scrub,Changeable Head Cleaning Scrub,,,,440804755,10000791,10000693,★ Changeable Head Cleaning Scrub ★ Simply Squeeze to Soap Your Bowls and Plates! Fast Convenient Stain Removal Sponge Detergent Bottle
Kitchen & Cleaning,458630367,Color:Blue (50 pcs x 2 rolls),Colourful Disposable Kitchen Towel - Blue,,,Blue,458630367B,10000792,10000697,★ Colourful Disposable Kitchen Towel ★ 50pcs x 2rolls For Beautiful Clean Kitchen! Convenient Absorbent Cloth Dishes Utensils Bathroom Washing - Easily Remove Stain Dirt and Water
Kitchen & Cleaning,458630367,Color:Red (50 pcs x 2 rolls),Colourful Disposable Kitchen Towel - Red,,,Red,458630367R,10000793,10000699,★ Colourful Disposable Kitchen Towel ★ 50pcs x 2rolls For Beautiful Clean Kitchen! Convenient Absorbent Cloth Dishes Utensils Bathroom Washing - Easily Remove Stain Dirt and Water
Kitchen & Cleaning,458630367,Color:Green (50 pcs x 2 rolls),Colourful Disposable Kitchen Towel - Green,,,Green,458630367G,10000794,10000698,★ Colourful Disposable Kitchen Towel ★ 50pcs x 2rolls For Beautiful Clean Kitchen! Convenient Absorbent Cloth Dishes Utensils Bathroom Washing - Easily Remove Stain Dirt and Water
Kitchen & Cleaning,458630367,Color:Yellow (50 pcs x 2 rolls),Colourful Disposable Kitchen Towel - Yellow,,,Yellow,458630367Y,10000795,10000700,★ Colourful Disposable Kitchen Towel ★ 50pcs x 2rolls For Beautiful Clean Kitchen! Convenient Absorbent Cloth Dishes Utensils Bathroom Washing - Easily Remove Stain Dirt and Water
Kitchen & Cleaning,432324151,Color:Blue,Creative Airtight Food Container - Blue (CLEAR),,,Blue,432324151BL,10000796,10000703,★ Creative Food Containers ★ Cereal Box Dry Foods Spices Pasta Smart Kitchen Sealed Storage 2.5L Plastic Food Container
Kitchen & Cleaning,432324151,Color:Green,Creative Airtight Food Container - Green (CLEAR),,,Green,432324151GN,10000797,10000704,★ Creative Food Containers ★ Cereal Box Dry Foods Spices Pasta Smart Kitchen Sealed Storage 2.5L Plastic Food Container
Kitchen & Cleaning,432324151,Color:Yellow,Creative Airtight Food Container - Yellow (CLEAR),,,Yellow,432324151Y,10000798,10000706,★ Creative Food Containers ★ Cereal Box Dry Foods Spices Pasta Smart Kitchen Sealed Storage 2.5L Plastic Food Container
Kitchen & Cleaning,432324151,Color:Pink,Creative Airtight Food Container - Pink (CLEAR),,,Pink,432324151P,10000799,10000705,★ Creative Food Containers ★ Cereal Box Dry Foods Spices Pasta Smart Kitchen Sealed Storage 2.5L Plastic Food Container
Kitchen & Cleaning,470580453,,Dip Clips (Pack of 4),,,,470580453,10000800,10000707,★ Dip Clips (Pack of 4) ★ Easily Reach Different Sauces for Food! Small Handy Colourful Appetising / For Snacks Meals Picnic / Tomato Ketchup Chilli Sauce / Kitchen Saucer Plate
Kitchen & Cleaning,483330448,Type:Double Layer Electric Cooker (Includes Metal Bowl),Double Layer Electric Cooker,,,,483330448,10000801,10000708,★ Double Layer Electric Cooker ★ Includes Stainless Steel Bowl! Multi-Purpose Steamer Boil Steam Eggs Buns Corn Dumplings Seafood Heat Food Milk Sterilize Baby Bottle Safe Auto Shut Off Feature
Kitchen & Cleaning,497976121,Color:Grey,Elephant Cutlery Drainer - Grey,,,Grey,497976121GY,10000802,10000718,★ Elephant Cutlery Drainer ★ Cute Toothbrush and Toothpaste Holder Â–Â–Â–Â–Â–Â–Â–â— Drains Excess Water Â–Â–Â–Â–Â–Â–Â–â— Also Use as Stationery Holder or Flower Pot!
Kitchen & Cleaning,497976121,Color:White,Elephant Cutlery Drainer - White,,,White,497976121W,10000803,10000719,★ Elephant Cutlery Drainer ★ Cute Toothbrush and Toothpaste Holder Â–Â–Â–Â–Â–Â–Â–â— Drains Excess Water Â–Â–Â–Â–Â–Â–Â–â— Also Use as Stationery Holder or Flower Pot!
Kitchen & Cleaning,494449958,Size:Small,Everyday Pump Water Dispenser - Small Green,7697-随机小号,Small,,494449958SG,10000804,10000721,★ Everyday Pump Water Dispenser ★ Conveniently Dispense Bottle Water for Daily Use Event / Light Portable Easy Installation!
Kitchen & Cleaning,494449958,Size:Medium(+S$2.99),Everyday Pump Water Dispenser - Large Blue,6958中号,Large,,494449958LB,10000805,10000720,★ Everyday Pump Water Dispenser ★ Conveniently Dispense Bottle Water for Daily Use Event / Light Portable Easy Installation!
Kitchen & Cleaning,462461381,Color:Green,Extendable Sink Drainer Rack (Extendable Draining Rack) - Green,,,Green,462461381G,10000806,10000724,★ Extendable Draining Rack ★ No-More Wet Kitchen Countertop! Drain Utensils Cutlery Cups Vegetables Fruits / Multi-purpose Rack Storage Sink Adjustable Length
Kitchen & Cleaning,462461381,Type:1 piece option / Color:Blue,Extendable Sink Drainer Rack (Extendable Draining Rack) - Blue,,,,,10000807,,★ Extendable Draining Rack ★ No-More Wet Kitchen Countertop! Drain Utensils Cutlery Cups Vegetables Fruits / Multi-purpose Rack Storage Sink Adjustable Length
Kitchen & Cleaning,462464464,Type:Extendable Kitchen Organizer Rack,Extendable Kitchen Organizer Rack,,,,462464464,10000808,10000722,★ Extendable Kitchen Organizer Rack ★ Great for Kitchen Organization - Keep Kitchen Neat and Tidy! Fully Utilize Space / Adjustable Height Extendable Length Storage Kitchenware Food
Kitchen & Cleaning,471930865,Color:Food Pack Sealer - Blue,Food Pack Sealer - Blue,,,Blue,471930865B,10000809,10000726,★ Food Pack Sealer ★ Seal Unfinished Food Packaging Keep Fresh Snacks Tidbits Ingredients / Handy Portable Compact Home Kitchen Tool
Kitchen & Cleaning,471930865,,Food Pack Sealer - White,,,White,471930865W,10000810,10000725,★ Food Pack Sealer ★ Seal Unfinished Food Packaging Keep Fresh Snacks Tidbits Ingredients / Handy Portable Compact Home Kitchen Tool
Kitchen & Cleaning,502413925,Type:Go Duster Electric Dusting Brush,Go Duster Electric Dusting Brush,,,,502413925,10000811,10000729,★ Go Duster Electric Dusting Brush ★ [As Seen on TV!] Makes Dusting Fast Easy and Fun! Multi-functional Feather Duster Household Cleaning Tool
Kitchen & Cleaning,470514179,Design:Animal Hand Towel / Color:Blue Elephant(+S$0.99),Animal Hand Towel - Blue Elephant,Blue Elephant,,,470514179BE,10000812,10000685,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,470514179,Design:Animal Hand Towel / Color:Green Frog(+S$0.99),Animal Hand Towel - Green Frog,Green Frog,,,470514179GF,10000813,10000686,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,470514179,Design:Animal Hand Towel / Color:Yellow Duck(+S$0.99),Animal Hand Towel - Yellow Duck,Yellow Duck,,,470514179YD,10000814,10000687,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,470514179,Design:Candy Colours Hand Towel / Color:Blue,Candy Colours Hand Towel - Blue,,,Blue,470514179B,10000815,10000024,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,470514179,Design:Candy Colours Hand Towel / Color:Pink,Candy Colours Hand Towel - Pink,,,Pink,470514179P,10000816,10000026,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,470514179,Design:Candy Colours Hand Towel / Color:Green,Candy Colours Hand Towel - Green,,,Green,470514179G,10000817,10000025,★ Hand Towel ★ Candy Colours or Cute Animal Designs! Kitchen Bathroom Cleaning Drying Cloth Thick and Durable - Soft and Absorbent Material
Kitchen & Cleaning,490648247,Type:Angular Kitchen Rack (White) / Chopping Board Holder:With Chopping Board Holder(+S$1.99),Handy Kitchen Rack - Angular with chopping board holder,Angular with chopping board holder,,,490648247WC,10000818,10000731,★ Handy Kitchen Rack ★ Multi-Tier Spice Condiments Bottle Chopping Board Organizer Shelf / Home Bathroom Bedroom Living Room Office Pantry
Kitchen & Cleaning,490648247,Type:Angular Kitchen Rack (White) / Chopping Board Holder:Without Chopping Board Holder,Handy Kitchen Rack - Angular w/o chopping board holder,Angular w/o chopping board holder,,,490648247WOC,10000819,10000730,★ Handy Kitchen Rack ★ Multi-Tier Spice Condiments Bottle Chopping Board Organizer Shelf / Home Bathroom Bedroom Living Room Office Pantry
Kitchen & Cleaning,496307693,Type:Hot Plate Clamp (Blue) 17.5 x 3.2cm,Hot Plate Holding Clamp - Blue,,,,496307693,10000820,10000732,★ Hot Plate Holding Clamp ★ Handy and Useful Household Tool! Never Get Burnt or Scramble for Gloves
Kitchen & Cleaning,496307693,Type:Hot Plate Clamp (Pink) 17.5 x 3.2cm,Hot Plate Holding Clamp - Pink,,,,,10000821,,★ Hot Plate Holding Clamp ★ Handy and Useful Household Tool! Never Get Burnt or Scramble for Gloves
Kitchen & Cleaning,496307693,Type:Hot Plate Clamp (Green) 17.5 x 3.2cm,Hot Plate Holding Clamp - Green,,,,,10000822,,★ Hot Plate Holding Clamp ★ Handy and Useful Household Tool! Never Get Burnt or Scramble for Gloves
Kitchen & Cleaning,496307693,Type:Hot Plate Clamp (Yellow) 17.5 x 3.2cm,Hot Plate Holding Clamp - Yellow,,,,,10000823,,★ Hot Plate Holding Clamp ★ Handy and Useful Household Tool! Never Get Burnt or Scramble for Gloves
Kitchen & Cleaning,428716168,Type:Condiment Bottle (1pc - Black),Condiment Bottle - Black,,,Black,428716168BK,10000824,10000701,★ Kitchen Condiments Bottle ★ Oil / Soya Sauce / Tomato Sauce / Condiment Thick Glass Stainless Steel Container Flask Holder Dispenser
Kitchen & Cleaning,428716168,Type:Condiment Bottle (1pc - Green),Condiment Bottle - Green,,,Green,428716168GN,10000825,10000702,★ Kitchen Condiments Bottle ★ Oil / Soya Sauce / Tomato Sauce / Condiment Thick Glass Stainless Steel Container Flask Holder Dispenser
Kitchen & Cleaning,543524503,Color:Blue (3 Sizes in 1),Kitchen Funnels (3 in 1),,,,,10000826,,★ Kitchen Funnels ★ 3 Sizes in 1! Portable Liquid Mini Funnel Reduce Spillage Mess Cooking
Kitchen & Cleaning,428963229,,Kitchen Rack - Single Cup 30cm,Single Cup,30cm,,428963229S30,10000827,10000733,★ Kitchen Racks ★ 4 Types! Modern Kitchen Storage Organisation Shelves Utensils Knife Holder Condiments Sauce Bottle Cooking Accessories Shelf Organiser - Aluminium 30 - 50cm Widths
Kitchen & Cleaning,428963229,Type:40cm Kitchen Rack (1 cup)(+S$0.99),Kitchen Rack - Single Cup 40cm,Single Cup,40cm,,428963229S40,10000828,10000734,★ Kitchen Racks ★ 4 Types! Modern Kitchen Storage Organisation Shelves Utensils Knife Holder Condiments Sauce Bottle Cooking Accessories Shelf Organiser - Aluminium 30 - 50cm Widths
Kitchen & Cleaning,428963229,Type:40cm Kitchen Rack (2 cups)(+S$1.99),Kitchen Rack - Double Cup 40cm,Double Cup,40cm,,428963229D40,10000829,10000735,★ Kitchen Racks ★ 4 Types! Modern Kitchen Storage Organisation Shelves Utensils Knife Holder Condiments Sauce Bottle Cooking Accessories Shelf Organiser - Aluminium 30 - 50cm Widths
